LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
49078,OLDER SINGLES/COUPLES,Budget
49077,OLDER SINGLES/COUPLES,Mainstream
49075,OLDER SINGLES/COUPLES,Budget
49074,OLDER SINGLES/COUPLES,Budget
49069,OLDER SINGLES/COUPLES,Budget
49068,OLDER SINGLES/COUPLES,Premium
49060,OLDER SINGLES/COUPLES,Mainstream
49054,OLDER SINGLES/COUPLES,Budget
49053,OLDER SINGLES/COUPLES,Mainstream
49052,OLDER SINGLES/COUPLES,Mainstream
49046,OLDER SINGLES/COUPLES,Mainstream
49043,OLDER SINGLES/COUPLES,Budget
49041,OLDER SINGLES/COUPLES,Budget
49039,OLDER SINGLES/COUPLES,Premium
49037,OLDER SINGLES/COUPLES,Budget
49035,OLDER SINGLES/COUPLES,Premium
49031,OLDER SINGLES/COUPLES,Mainstream
49025,OLDER SINGLES/COUPLES,Mainstream
49024,OLDER SINGLES/COUPLES,Budget
49018,OLDER SINGLES/COUPLES,Premium
49017,OLDER SINGLES/COUPLES,Budget
49016,OLDER SINGLES/COUPLES,Mainstream
49011,OLDER SINGLES/COUPLES,Premium
49008,OLDER SINGLES/COUPLES,Budget
49006,OLDER SINGLES/COUPLES,Premium
48235,OLDER SINGLES/COUPLES,Premium
48233,OLDER SINGLES/COUPLES,Budget
48230,OLDER SINGLES/COUPLES,Mainstream
48229,OLDER SINGLES/COUPLES,Mainstream
48227,OLDER SINGLES/COUPLES,Premium
48225,OLDER SINGLES/COUPLES,Premium
48223,OLDER SINGLES/COUPLES,Mainstream
48222,OLDER SINGLES/COUPLES,Premium
48221,OLDER SINGLES/COUPLES,Mainstream
48220,OLDER SINGLES/COUPLES,Premium
48211,OLDER SINGLES/COUPLES,Premium
48208,OLDER SINGLES/COUPLES,Budget
48207,OLDER SINGLES/COUPLES,Budget
48205,OLDER SINGLES/COUPLES,Budget
48204,OLDER SINGLES/COUPLES,Budget
48196,OLDER SINGLES/COUPLES,Mainstream
48195,OLDER SINGLES/COUPLES,Mainstream
48187,OLDER SINGLES/COUPLES,Mainstream
48186,OLDER SINGLES/COUPLES,Mainstream
48181,OLDER SINGLES/COUPLES,Mainstream
48172,OLDER SINGLES/COUPLES,Budget
48171,OLDER SINGLES/COUPLES,Mainstream
48165,OLDER SINGLES/COUPLES,Mainstream
48162,OLDER SINGLES/COUPLES,Budget
48155,OLDER SINGLES/COUPLES,Budget
48150,OLDER SINGLES/COUPLES,Budget
48134,OLDER SINGLES/COUPLES,Budget
48133,OLDER SINGLES/COUPLES,Premium
48126,OLDER SINGLES/COUPLES,Budget
48122,OLDER SINGLES/COUPLES,Budget
48118,OLDER SINGLES/COUPLES,Mainstream
48112,OLDER SINGLES/COUPLES,Premium
48109,OLDER SINGLES/COUPLES,Budget
48108,OLDER SINGLES/COUPLES,Premium
48105,OLDER SINGLES/COUPLES,Mainstream
48095,OLDER SINGLES/COUPLES,Mainstream
48080,OLDER SINGLES/COUPLES,Premium
48079,OLDER SINGLES/COUPLES,Budget
48077,OLDER SINGLES/COUPLES,Premium
48070,OLDER SINGLES/COUPLES,Premium
48068,OLDER SINGLES/COUPLES,Mainstream
48063,OLDER SINGLES/COUPLES,Mainstream
48053,OLDER SINGLES/COUPLES,Premium
48044,OLDER SINGLES/COUPLES,Mainstream
48041,OLDER SINGLES/COUPLES,Mainstream
48036,OLDER SINGLES/COUPLES,Mainstream
48034,OLDER SINGLES/COUPLES,Mainstream
48033,OLDER SINGLES/COUPLES,Premium
48031,OLDER SINGLES/COUPLES,Mainstream
48019,OLDER SINGLES/COUPLES,Budget
48013,OLDER SINGLES/COUPLES,Premium
48010,OLDER SINGLES/COUPLES,Budget
48008,OLDER SINGLES/COUPLES,Budget
48007,OLDER SINGLES/COUPLES,Mainstream
48006,OLDER SINGLES/COUPLES,Budget
48002,OLDER SINGLES/COUPLES,Mainstream
47485,OLDER SINGLES/COUPLES,Mainstream
47481,OLDER SINGLES/COUPLES,Premium
47475,OLDER SINGLES/COUPLES,Mainstream
47464,OLDER SINGLES/COUPLES,Budget
47451,OLDER SINGLES/COUPLES,Budget
47445,OLDER SINGLES/COUPLES,Budget
47444,OLDER SINGLES/COUPLES,Budget
47436,OLDER SINGLES/COUPLES,Mainstream
47435,OLDER SINGLES/COUPLES,Mainstream
47429,OLDER SINGLES/COUPLES,Budget
47421,OLDER SINGLES/COUPLES,Mainstream
47398,OLDER SINGLES/COUPLES,Budget
47396,OLDER SINGLES/COUPLES,Mainstream
47393,OLDER SINGLES/COUPLES,Budget
47391,OLDER SINGLES/COUPLES,Mainstream
47371,OLDER SINGLES/COUPLES,Mainstream
47358,OLDER SINGLES/COUPLES,Premium
47356,OLDER SINGLES/COUPLES,Premium
47351,OLDER SINGLES/COUPLES,Mainstream
47347,OLDER SINGLES/COUPLES,Premium
47342,OLDER SINGLES/COUPLES,Premium
47341,OLDER SINGLES/COUPLES,Premium
47325,OLDER SINGLES/COUPLES,Budget
47310,OLDER SINGLES/COUPLES,Premium
47303,OLDER SINGLES/COUPLES,Mainstream
47291,OLDER SINGLES/COUPLES,Premium
47284,OLDER SINGLES/COUPLES,Budget
47273,OLDER SINGLES/COUPLES,Budget
47268,OLDER SINGLES/COUPLES,Premium
47260,OLDER SINGLES/COUPLES,Premium
47256,OLDER SINGLES/COUPLES,Budget
47251,OLDER SINGLES/COUPLES,Mainstream
47239,OLDER SINGLES/COUPLES,Premium
47226,OLDER SINGLES/COUPLES,Mainstream
47208,OLDER SINGLES/COUPLES,Budget
47199,OLDER SINGLES/COUPLES,Premium
47198,OLDER SINGLES/COUPLES,Mainstream
47187,OLDER SINGLES/COUPLES,Premium
47186,OLDER SINGLES/COUPLES,Budget
47185,OLDER SINGLES/COUPLES,Budget
47184,OLDER SINGLES/COUPLES,Premium
47183,OLDER SINGLES/COUPLES,Premium
47178,OLDER SINGLES/COUPLES,Premium
47172,OLDER SINGLES/COUPLES,Mainstream
47163,OLDER SINGLES/COUPLES,Budget
47162,OLDER SINGLES/COUPLES,Mainstream
47159,OLDER SINGLES/COUPLES,Budget
47152,OLDER SINGLES/COUPLES,Mainstream
47150,OLDER SINGLES/COUPLES,Premium
47149,OLDER SINGLES/COUPLES,Mainstream
47146,OLDER SINGLES/COUPLES,Budget
47135,OLDER SINGLES/COUPLES,Premium
47131,OLDER SINGLES/COUPLES,Budget
47125,OLDER SINGLES/COUPLES,Premium
47119,OLDER SINGLES/COUPLES,Premium
47104,OLDER SINGLES/COUPLES,Mainstream
47094,OLDER SINGLES/COUPLES,Mainstream
47059,OLDER SINGLES/COUPLES,Mainstream
47055,OLDER SINGLES/COUPLES,Budget
47050,OLDER SINGLES/COUPLES,Mainstream
47045,OLDER SINGLES/COUPLES,Budget
47036,OLDER SINGLES/COUPLES,Budget
47033,OLDER SINGLES/COUPLES,Premium
47023,OLDER SINGLES/COUPLES,Budget
47006,OLDER SINGLES/COUPLES,Premium
47005,OLDER SINGLES/COUPLES,Mainstream
47004,OLDER SINGLES/COUPLES,Mainstream
46493,OLDER SINGLES/COUPLES,Premium
46484,OLDER SINGLES/COUPLES,Premium
46465,OLDER SINGLES/COUPLES,Budget
46451,OLDER SINGLES/COUPLES,Mainstream
46450,OLDER SINGLES/COUPLES,Mainstream
46444,OLDER SINGLES/COUPLES,Mainstream
46430,OLDER SINGLES/COUPLES,Premium
46428,OLDER SINGLES/COUPLES,Premium
46406,OLDER SINGLES/COUPLES,Mainstream
46395,OLDER SINGLES/COUPLES,Premium
46394,OLDER SINGLES/COUPLES,Mainstream
46386,OLDER SINGLES/COUPLES,Mainstream
46380,OLDER SINGLES/COUPLES,Budget
46374,OLDER SINGLES/COUPLES,Budget
46372,OLDER SINGLES/COUPLES,Budget
46359,OLDER SINGLES/COUPLES,Mainstream
46353,OLDER SINGLES/COUPLES,Budget
46341,OLDER SINGLES/COUPLES,Mainstream
46325,OLDER SINGLES/COUPLES,Mainstream
46295,OLDER SINGLES/COUPLES,Premium
46292,OLDER SINGLES/COUPLES,Mainstream
46277,OLDER SINGLES/COUPLES,Budget
46248,OLDER SINGLES/COUPLES,Mainstream
46245,OLDER SINGLES/COUPLES,Mainstream
46227,OLDER SINGLES/COUPLES,Budget
46224,OLDER SINGLES/COUPLES,Premium
46222,OLDER SINGLES/COUPLES,Mainstream
46218,OLDER SINGLES/COUPLES,Mainstream
46216,OLDER SINGLES/COUPLES,Budget
46207,OLDER SINGLES/COUPLES,Mainstream
46188,OLDER SINGLES/COUPLES,Premium
46181,OLDER SINGLES/COUPLES,Budget
46180,OLDER SINGLES/COUPLES,Mainstream
46174,OLDER SINGLES/COUPLES,Mainstream
46171,OLDER SINGLES/COUPLES,Budget
46160,OLDER SINGLES/COUPLES,Mainstream
46150,OLDER SINGLES/COUPLES,Mainstream
46147,OLDER SINGLES/COUPLES,Mainstream
46138,OLDER SINGLES/COUPLES,Budget
46125,OLDER SINGLES/COUPLES,Budget
46118,OLDER SINGLES/COUPLES,Mainstream
46115,OLDER SINGLES/COUPLES,Mainstream
46098,OLDER SINGLES/COUPLES,Mainstream
46094,OLDER SINGLES/COUPLES,Mainstream
46078,OLDER SINGLES/COUPLES,Budget
46068,OLDER SINGLES/COUPLES,Mainstream
46056,OLDER SINGLES/COUPLES,Mainstream
46048,OLDER SINGLES/COUPLES,Budget
46047,OLDER SINGLES/COUPLES,Budget
46041,OLDER SINGLES/COUPLES,Mainstream
46036,OLDER SINGLES/COUPLES,Budget
46034,OLDER SINGLES/COUPLES,Budget
46033,OLDER SINGLES/COUPLES,Mainstream
46018,OLDER SINGLES/COUPLES,Budget
46014,OLDER SINGLES/COUPLES,Budget
46010,OLDER SINGLES/COUPLES,Premium
46007,OLDER SINGLES/COUPLES,Mainstream
45250,OLDER SINGLES/COUPLES,Budget
45247,OLDER SINGLES/COUPLES,Mainstream
45245,OLDER SINGLES/COUPLES,Budget
45240,OLDER SINGLES/COUPLES,Budget
45236,OLDER SINGLES/COUPLES,Budget
45223,OLDER SINGLES/COUPLES,Budget
45219,OLDER SINGLES/COUPLES,Mainstream
45218,OLDER SINGLES/COUPLES,Premium
45202,OLDER SINGLES/COUPLES,Mainstream
45201,OLDER SINGLES/COUPLES,Premium
45197,OLDER SINGLES/COUPLES,Budget
45196,OLDER SINGLES/COUPLES,Mainstream
45191,OLDER SINGLES/COUPLES,Premium
45185,OLDER SINGLES/COUPLES,Mainstream
45182,OLDER SINGLES/COUPLES,Mainstream
45178,OLDER SINGLES/COUPLES,Mainstream
45176,OLDER SINGLES/COUPLES,Premium
45171,OLDER SINGLES/COUPLES,Budget
45169,OLDER SINGLES/COUPLES,Mainstream
45162,OLDER SINGLES/COUPLES,Budget
45147,OLDER SINGLES/COUPLES,Budget
45144,OLDER SINGLES/COUPLES,Budget
45142,OLDER SINGLES/COUPLES,Budget
45141,OLDER SINGLES/COUPLES,Budget
45140,OLDER SINGLES/COUPLES,Budget
45136,OLDER SINGLES/COUPLES,Budget
45128,OLDER SINGLES/COUPLES,Mainstream
45125,OLDER SINGLES/COUPLES,Mainstream
45118,OLDER SINGLES/COUPLES,Mainstream
45104,OLDER SINGLES/COUPLES,Budget
45103,OLDER SINGLES/COUPLES,Budget
45102,OLDER SINGLES/COUPLES,Budget
45100,OLDER SINGLES/COUPLES,Mainstream
45097,OLDER SINGLES/COUPLES,Premium
45095,OLDER SINGLES/COUPLES,Budget
45088,OLDER SINGLES/COUPLES,Mainstream
45087,OLDER SINGLES/COUPLES,Budget
45083,OLDER SINGLES/COUPLES,Mainstream
45079,OLDER SINGLES/COUPLES,Mainstream
45070,OLDER SINGLES/COUPLES,Mainstream
45067,OLDER SINGLES/COUPLES,Mainstream
45064,OLDER SINGLES/COUPLES,Budget
45063,OLDER SINGLES/COUPLES,Mainstream
45062,OLDER SINGLES/COUPLES,Mainstream
45058,OLDER SINGLES/COUPLES,Premium
45057,OLDER SINGLES/COUPLES,Premium
45056,OLDER SINGLES/COUPLES,Mainstream
45055,OLDER SINGLES/COUPLES,Mainstream
45045,OLDER SINGLES/COUPLES,Premium
45044,OLDER SINGLES/COUPLES,Budget
45041,OLDER SINGLES/COUPLES,Premium
45040,OLDER SINGLES/COUPLES,Premium
45037,OLDER SINGLES/COUPLES,Premium
45030,OLDER SINGLES/COUPLES,Premium
45028,OLDER SINGLES/COUPLES,Premium
45023,OLDER SINGLES/COUPLES,Mainstream
45018,OLDER SINGLES/COUPLES,Mainstream
45015,OLDER SINGLES/COUPLES,Premium
45014,OLDER SINGLES/COUPLES,Premium
45011,OLDER SINGLES/COUPLES,Premium
45009,OLDER SINGLES/COUPLES,Mainstream
45007,OLDER SINGLES/COUPLES,Budget
44499,OLDER SINGLES/COUPLES,Mainstream
44405,OLDER SINGLES/COUPLES,Budget
44403,OLDER SINGLES/COUPLES,Mainstream
44377,OLDER SINGLES/COUPLES,Budget
44337,OLDER SINGLES/COUPLES,Premium
44243,OLDER SINGLES/COUPLES,Mainstream
44034,OLDER SINGLES/COUPLES,Premium
44024,OLDER SINGLES/COUPLES,Budget
43245,OLDER SINGLES/COUPLES,Premium
43237,OLDER SINGLES/COUPLES,Mainstream
43233,OLDER SINGLES/COUPLES,Budget
43223,OLDER SINGLES/COUPLES,Mainstream
43222,OLDER SINGLES/COUPLES,Premium
43220,OLDER SINGLES/COUPLES,Budget
43217,OLDER SINGLES/COUPLES,Mainstream
43214,OLDER SINGLES/COUPLES,Budget
43198,OLDER SINGLES/COUPLES,Mainstream
43193,OLDER SINGLES/COUPLES,Premium
43186,OLDER SINGLES/COUPLES,Premium
43185,OLDER SINGLES/COUPLES,Mainstream
43184,OLDER SINGLES/COUPLES,Mainstream
43181,OLDER SINGLES/COUPLES,Budget
43179,OLDER SINGLES/COUPLES,Premium
43177,OLDER SINGLES/COUPLES,Mainstream
43173,OLDER SINGLES/COUPLES,Premium
43169,OLDER SINGLES/COUPLES,Budget
43159,OLDER SINGLES/COUPLES,Premium
43151,OLDER SINGLES/COUPLES,Budget
43139,OLDER SINGLES/COUPLES,Premium
43131,OLDER SINGLES/COUPLES,Budget
43129,OLDER SINGLES/COUPLES,Mainstream
43124,OLDER SINGLES/COUPLES,Mainstream
43122,OLDER SINGLES/COUPLES,Budget
43115,OLDER SINGLES/COUPLES,Budget
43101,OLDER SINGLES/COUPLES,Premium
43100,OLDER SINGLES/COUPLES,Premium
43098,OLDER SINGLES/COUPLES,Mainstream
43096,OLDER SINGLES/COUPLES,Premium
43095,OLDER SINGLES/COUPLES,Budget
43081,OLDER SINGLES/COUPLES,Mainstream
43078,OLDER SINGLES/COUPLES,Budget
43076,OLDER SINGLES/COUPLES,Premium
43073,OLDER SINGLES/COUPLES,Mainstream
43055,OLDER SINGLES/COUPLES,Premium
43054,OLDER SINGLES/COUPLES,Budget
43046,OLDER SINGLES/COUPLES,Premium
43043,OLDER SINGLES/COUPLES,Premium
43040,OLDER SINGLES/COUPLES,Budget
43037,OLDER SINGLES/COUPLES,Premium
43034,OLDER SINGLES/COUPLES,Mainstream
43031,OLDER SINGLES/COUPLES,Premium
43027,OLDER SINGLES/COUPLES,Mainstream
43019,OLDER SINGLES/COUPLES,Mainstream
43016,OLDER SINGLES/COUPLES,Budget
43010,OLDER SINGLES/COUPLES,Budget
43004,OLDER SINGLES/COUPLES,Budget
42506,OLDER SINGLES/COUPLES,Mainstream
42480,OLDER SINGLES/COUPLES,Mainstream
42471,OLDER SINGLES/COUPLES,Mainstream
42452,OLDER SINGLES/COUPLES,Premium
42450,OLDER SINGLES/COUPLES,Mainstream
42414,OLDER SINGLES/COUPLES,Budget
42356,OLDER SINGLES/COUPLES,Premium
42328,OLDER SINGLES/COUPLES,Premium
42301,OLDER SINGLES/COUPLES,Premium
42287,OLDER SINGLES/COUPLES,Premium
42262,OLDER SINGLES/COUPLES,Mainstream
42169,OLDER SINGLES/COUPLES,Premium
42127,OLDER SINGLES/COUPLES,Mainstream
42113,OLDER SINGLES/COUPLES,Budget
42077,OLDER SINGLES/COUPLES,Budget
42019,OLDER SINGLES/COUPLES,Budget
42007,OLDER SINGLES/COUPLES,Premium
41495,OLDER SINGLES/COUPLES,Mainstream
41479,OLDER SINGLES/COUPLES,Budget
41478,OLDER SINGLES/COUPLES,Premium
41474,OLDER SINGLES/COUPLES,Premium
41457,OLDER SINGLES/COUPLES,Mainstream
41453,OLDER SINGLES/COUPLES,Mainstream
41449,OLDER SINGLES/COUPLES,Premium
41445,OLDER SINGLES/COUPLES,Mainstream
41440,OLDER SINGLES/COUPLES,Budget
41436,OLDER SINGLES/COUPLES,Budget
41435,OLDER SINGLES/COUPLES,Mainstream
41432,OLDER SINGLES/COUPLES,Budget
41418,OLDER SINGLES/COUPLES,Premium
41404,OLDER SINGLES/COUPLES,Mainstream
41385,OLDER SINGLES/COUPLES,Mainstream
41383,OLDER SINGLES/COUPLES,Budget
41348,OLDER SINGLES/COUPLES,Premium
41312,OLDER SINGLES/COUPLES,Budget
41310,OLDER SINGLES/COUPLES,Mainstream
41301,OLDER SINGLES/COUPLES,Mainstream
41278,OLDER SINGLES/COUPLES,Mainstream
41275,OLDER SINGLES/COUPLES,Premium
41263,OLDER SINGLES/COUPLES,Premium
41260,OLDER SINGLES/COUPLES,Mainstream
41256,OLDER SINGLES/COUPLES,Mainstream
41241,OLDER SINGLES/COUPLES,Premium
41229,OLDER SINGLES/COUPLES,Premium
41225,OLDER SINGLES/COUPLES,Budget
41217,OLDER SINGLES/COUPLES,Budget
41214,OLDER SINGLES/COUPLES,Premium
41210,OLDER SINGLES/COUPLES,Premium
41204,OLDER SINGLES/COUPLES,Premium
41201,OLDER SINGLES/COUPLES,Mainstream
41182,OLDER SINGLES/COUPLES,Mainstream
41173,OLDER SINGLES/COUPLES,Mainstream
41166,OLDER SINGLES/COUPLES,Premium
41164,OLDER SINGLES/COUPLES,Mainstream
41160,OLDER SINGLES/COUPLES,Premium
41158,OLDER SINGLES/COUPLES,Budget
41149,OLDER SINGLES/COUPLES,Premium
41142,OLDER SINGLES/COUPLES,Mainstream
41135,OLDER SINGLES/COUPLES,Mainstream
41129,OLDER SINGLES/COUPLES,Mainstream
41126,OLDER SINGLES/COUPLES,Premium
41120,OLDER SINGLES/COUPLES,Premium
41108,OLDER SINGLES/COUPLES,Premium
41099,OLDER SINGLES/COUPLES,Premium
41096,OLDER SINGLES/COUPLES,Budget
41068,OLDER SINGLES/COUPLES,Mainstream
41066,OLDER SINGLES/COUPLES,Mainstream
41046,OLDER SINGLES/COUPLES,Premium
41027,OLDER SINGLES/COUPLES,Premium
41018,OLDER SINGLES/COUPLES,Mainstream
41008,OLDER SINGLES/COUPLES,Budget
41007,OLDER SINGLES/COUPLES,Premium
40389,OLDER SINGLES/COUPLES,Premium
40386,OLDER SINGLES/COUPLES,Premium
40384,OLDER SINGLES/COUPLES,Premium
40370,OLDER SINGLES/COUPLES,Mainstream
40369,OLDER SINGLES/COUPLES,Budget
40366,OLDER SINGLES/COUPLES,Budget
40364,OLDER SINGLES/COUPLES,Budget
40360,OLDER SINGLES/COUPLES,Premium
40350,OLDER SINGLES/COUPLES,Premium
40349,OLDER SINGLES/COUPLES,Mainstream
40348,OLDER SINGLES/COUPLES,Mainstream
40345,OLDER SINGLES/COUPLES,Premium
40339,OLDER SINGLES/COUPLES,Premium
40328,OLDER SINGLES/COUPLES,Premium
40323,OLDER SINGLES/COUPLES,Premium
40318,OLDER SINGLES/COUPLES,Mainstream
40310,OLDER SINGLES/COUPLES,Budget
40306,OLDER SINGLES/COUPLES,Budget
40301,OLDER SINGLES/COUPLES,Budget
40296,OLDER SINGLES/COUPLES,Budget
40293,OLDER SINGLES/COUPLES,Budget
40292,OLDER SINGLES/COUPLES,Budget
40288,OLDER SINGLES/COUPLES,Mainstream
40287,OLDER SINGLES/COUPLES,Premium
40284,OLDER SINGLES/COUPLES,Budget
40277,OLDER SINGLES/COUPLES,Premium
40276,OLDER SINGLES/COUPLES,Mainstream
40275,OLDER SINGLES/COUPLES,Mainstream
40272,OLDER SINGLES/COUPLES,Budget
40260,OLDER SINGLES/COUPLES,Premium
40251,OLDER SINGLES/COUPLES,Budget
40248,OLDER SINGLES/COUPLES,Premium
40246,OLDER SINGLES/COUPLES,Premium
40242,OLDER SINGLES/COUPLES,Budget
40241,OLDER SINGLES/COUPLES,Mainstream
40237,OLDER SINGLES/COUPLES,Premium
40233,OLDER SINGLES/COUPLES,Mainstream
40229,OLDER SINGLES/COUPLES,Mainstream
40227,OLDER SINGLES/COUPLES,Budget
40220,OLDER SINGLES/COUPLES,Premium
40215,OLDER SINGLES/COUPLES,Premium
40210,OLDER SINGLES/COUPLES,Budget
40202,OLDER SINGLES/COUPLES,Mainstream
40200,OLDER SINGLES/COUPLES,Budget
40198,OLDER SINGLES/COUPLES,Premium
40187,OLDER SINGLES/COUPLES,Premium
40182,OLDER SINGLES/COUPLES,Mainstream
40177,OLDER SINGLES/COUPLES,Mainstream
40173,OLDER SINGLES/COUPLES,Mainstream
40160,OLDER SINGLES/COUPLES,Budget
40152,OLDER SINGLES/COUPLES,Mainstream
40149,OLDER SINGLES/COUPLES,Budget
40145,OLDER SINGLES/COUPLES,Premium
40138,OLDER SINGLES/COUPLES,Mainstream
40136,OLDER SINGLES/COUPLES,Mainstream
40135,OLDER SINGLES/COUPLES,Premium
40128,OLDER SINGLES/COUPLES,Premium
40124,OLDER SINGLES/COUPLES,Premium
40121,OLDER SINGLES/COUPLES,Mainstream
40115,OLDER SINGLES/COUPLES,Mainstream
40107,OLDER SINGLES/COUPLES,Premium
40106,OLDER SINGLES/COUPLES,Premium
40105,OLDER SINGLES/COUPLES,Budget
40101,OLDER SINGLES/COUPLES,Budget
40097,OLDER SINGLES/COUPLES,Premium
40092,OLDER SINGLES/COUPLES,Budget
40079,OLDER SINGLES/COUPLES,Budget
40078,OLDER SINGLES/COUPLES,Premium
40075,OLDER SINGLES/COUPLES,Budget
40074,OLDER SINGLES/COUPLES,Budget
40069,OLDER SINGLES/COUPLES,Budget
40067,OLDER SINGLES/COUPLES,Budget
40065,OLDER SINGLES/COUPLES,Mainstream
40064,OLDER SINGLES/COUPLES,Premium
40042,OLDER SINGLES/COUPLES,Premium
40041,OLDER SINGLES/COUPLES,Mainstream
40040,OLDER SINGLES/COUPLES,Mainstream
40022,OLDER SINGLES/COUPLES,Mainstream
40020,OLDER SINGLES/COUPLES,Budget
40019,OLDER SINGLES/COUPLES,Mainstream
40014,OLDER SINGLES/COUPLES,Budget
40013,OLDER SINGLES/COUPLES,Mainstream
40012,OLDER SINGLES/COUPLES,Premium
40009,OLDER SINGLES/COUPLES,Budget
40005,OLDER SINGLES/COUPLES,Budget
40004,OLDER SINGLES/COUPLES,Premium
39238,OLDER SINGLES/COUPLES,Premium
39233,OLDER SINGLES/COUPLES,Mainstream
39232,OLDER SINGLES/COUPLES,Premium
39230,OLDER SINGLES/COUPLES,Premium
39222,OLDER SINGLES/COUPLES,Budget
39216,OLDER SINGLES/COUPLES,Mainstream
39210,OLDER SINGLES/COUPLES,Premium
39206,OLDER SINGLES/COUPLES,Premium
39200,OLDER SINGLES/COUPLES,Premium
39199,OLDER SINGLES/COUPLES,Premium
39198,OLDER SINGLES/COUPLES,Mainstream
39192,OLDER SINGLES/COUPLES,Budget
39188,OLDER SINGLES/COUPLES,Mainstream
39186,OLDER SINGLES/COUPLES,Premium
39161,OLDER SINGLES/COUPLES,Premium
39158,OLDER SINGLES/COUPLES,Mainstream
39157,OLDER SINGLES/COUPLES,Mainstream
39151,OLDER SINGLES/COUPLES,Budget
39149,OLDER SINGLES/COUPLES,Budget
39145,OLDER SINGLES/COUPLES,Budget
39142,OLDER SINGLES/COUPLES,Budget
39140,OLDER SINGLES/COUPLES,Mainstream
39139,OLDER SINGLES/COUPLES,Budget
39138,OLDER SINGLES/COUPLES,Mainstream
39137,OLDER SINGLES/COUPLES,Mainstream
39130,OLDER SINGLES/COUPLES,Budget
39129,OLDER SINGLES/COUPLES,Premium
39128,OLDER SINGLES/COUPLES,Budget
39126,OLDER SINGLES/COUPLES,Premium
39123,OLDER SINGLES/COUPLES,Premium
39119,OLDER SINGLES/COUPLES,Budget
39118,OLDER SINGLES/COUPLES,Premium
39116,OLDER SINGLES/COUPLES,Premium
39097,OLDER SINGLES/COUPLES,Budget
39096,OLDER SINGLES/COUPLES,Budget
39095,OLDER SINGLES/COUPLES,Mainstream
39092,OLDER SINGLES/COUPLES,Premium
39089,OLDER SINGLES/COUPLES,Mainstream
39086,OLDER SINGLES/COUPLES,Mainstream
39084,OLDER SINGLES/COUPLES,Mainstream
39074,OLDER SINGLES/COUPLES,Premium
39069,OLDER SINGLES/COUPLES,Premium
39062,OLDER SINGLES/COUPLES,Mainstream
39056,OLDER SINGLES/COUPLES,Budget
39054,OLDER SINGLES/COUPLES,Premium
39043,OLDER SINGLES/COUPLES,Budget
39041,OLDER SINGLES/COUPLES,Mainstream
39031,OLDER SINGLES/COUPLES,Budget
39030,OLDER SINGLES/COUPLES,Budget
39029,OLDER SINGLES/COUPLES,Premium
39024,OLDER SINGLES/COUPLES,Mainstream
39008,OLDER SINGLES/COUPLES,Budget
39005,OLDER SINGLES/COUPLES,Mainstream
39000,OLDER SINGLES/COUPLES,Mainstream
38503,OLDER SINGLES/COUPLES,Mainstream
38501,OLDER SINGLES/COUPLES,Mainstream
38497,OLDER SINGLES/COUPLES,Premium
38484,OLDER SINGLES/COUPLES,Budget
38477,OLDER SINGLES/COUPLES,Mainstream
38469,OLDER SINGLES/COUPLES,Budget
38458,OLDER SINGLES/COUPLES,Mainstream
38455,OLDER SINGLES/COUPLES,Premium
38443,OLDER SINGLES/COUPLES,Budget
38431,OLDER SINGLES/COUPLES,Budget
38427,OLDER SINGLES/COUPLES,Premium
38425,OLDER SINGLES/COUPLES,Premium
38400,OLDER SINGLES/COUPLES,Premium
38391,OLDER SINGLES/COUPLES,Budget
38385,OLDER SINGLES/COUPLES,Budget
38384,OLDER SINGLES/COUPLES,Budget
38371,OLDER SINGLES/COUPLES,Premium
38358,OLDER SINGLES/COUPLES,Budget
38346,OLDER SINGLES/COUPLES,Premium
38331,OLDER SINGLES/COUPLES,Premium
38325,OLDER SINGLES/COUPLES,Budget
38307,OLDER SINGLES/COUPLES,Budget
38303,OLDER SINGLES/COUPLES,Mainstream
38274,OLDER SINGLES/COUPLES,Premium
38258,OLDER SINGLES/COUPLES,Premium
38256,OLDER SINGLES/COUPLES,Mainstream
38247,OLDER SINGLES/COUPLES,Premium
38223,OLDER SINGLES/COUPLES,Premium
38212,OLDER SINGLES/COUPLES,Premium
38211,OLDER SINGLES/COUPLES,Mainstream
38203,OLDER SINGLES/COUPLES,Budget
38196,OLDER SINGLES/COUPLES,Mainstream
38195,OLDER SINGLES/COUPLES,Budget
38181,OLDER SINGLES/COUPLES,Mainstream
38172,OLDER SINGLES/COUPLES,Budget
38162,OLDER SINGLES/COUPLES,Budget
38151,OLDER SINGLES/COUPLES,Premium
38116,OLDER SINGLES/COUPLES,Mainstream
38099,OLDER SINGLES/COUPLES,Budget
38094,OLDER SINGLES/COUPLES,Premium
38082,OLDER SINGLES/COUPLES,Premium
38080,OLDER SINGLES/COUPLES,Premium
38076,OLDER SINGLES/COUPLES,Premium
38070,OLDER SINGLES/COUPLES,Budget
38067,OLDER SINGLES/COUPLES,Mainstream
38048,OLDER SINGLES/COUPLES,Premium
38039,OLDER SINGLES/COUPLES,Mainstream
38037,OLDER SINGLES/COUPLES,Mainstream
38031,OLDER SINGLES/COUPLES,Budget
38029,OLDER SINGLES/COUPLES,Mainstream
38017,OLDER SINGLES/COUPLES,Budget
37383,OLDER SINGLES/COUPLES,Budget
37377,OLDER SINGLES/COUPLES,Budget
